Country,Code,Year,Annual nitrous oxide emissions in CO₂ equivalents,Annual methane emissions in CO₂ equivalents,Annual CO₂ emissions
Micronesia (country),FSM,1979,1217.2988,2883.2073,-90253.484
Micronesia (country),FSM,1980,1231.9396,2982.3958,-91142
Micronesia (country),FSM,1981,1225.7719,3084.4163,-91590.836
Micronesia (country),FSM,1982,1234.2765,3189.9692,-91187.805
Micronesia (country),FSM,1983,1207.3286,3296.5845,-91224.445
Micronesia (country),FSM,1984,1238.242,3401.0757,-90244.32
Micronesia (country),FSM,1985,1273.812,3500.6084,-88916.12
Micronesia (country),FSM,1986,1285.2632,3592.6506,-87038.32
Micronesia (country),FSM,1987,1267.8994,3676.8376,-83759.04
Micronesia (country),FSM,1988,1292.2671,3758.0745,-79673.68
Micronesia (country),FSM,1989,1326.8403,3842.4023,-74947.125
Micronesia (country),FSM,1990,1354.9163,3933.3008,-70339.64
Micronesia (country),FSM,1991,0.0022196,4147.3853,-65237.516
Micronesia (country),FSM,1992,0.0022184,4253.502,74452.484
Micronesia (country),FSM,1993,0.0022202,4356.2305,85160.52
Micronesia (country),FSM,1994,0.002219,4443.0464,98689.836
Micronesia (country),FSM,1995,12448.803,46062.793,126902.64
Micronesia (country),FSM,1996,12476.103,46145.477,133021.52
Micronesia (country),FSM,1997,12476.103,46193.836,146193.61
Micronesia (country),FSM,1998,12476.103,46200.82,155225.36
Micronesia (country),FSM,1999,12476.103,46169,146266.88
Micronesia (country),FSM,2000,12476.103,46139.414,136557.28
Micronesia (country),FSM,2001,12476.103,46191.477,123119.56
Micronesia (country),FSM,2002,12476.103,46202.69,109599.4
Micronesia (country),FSM,2003,12476.103,46304.68,121626.48
Micronesia (country),FSM,2004,12476.103,46330.664,103837.76
Micronesia (country),FSM,2005,12476.103,46374.75,78611.12
Micronesia (country),FSM,2006,12476.103,46326.605,75121.164
Micronesia (country),FSM,2007,12667.202,46894.656,93276.28
Micronesia (country),FSM,2008,12667.202,46950.285,69927.44
Micronesia (country),FSM,2009,13322.402,48991.504,105440.766
Micronesia (country),FSM,2010,13295.102,48994.793,60611.723
Micronesia (country),FSM,2011,14114.103,51801.68,70092.32
Micronesia (country),FSM,2012,14168.702,51854.75,71283.12
Micronesia (country),FSM,2013,14578.202,53309.867,80717.914
Micronesia (country),FSM,2014,14578.202,54254.996,80296.56
Micronesia (country),FSM,2015,14851.202,54887.73,87239.836
Micronesia (country),FSM,2016,15096.901,55938.39,86891.766
Micronesia (country),FSM,2017,14933.103,55206.492,86836.8
Micronesia (country),FSM,2018,15124.202,55694.62,86974.2
Micronesia (country),FSM,2019,15424.502,56870.164,90509.96
Micronesia (country),FSM,2020,15724.803,57742.34,90839.72
Micronesia (country),FSM,2021,16025.103,59204.37,87377.234
Micronesia (country),FSM,2022,16229.698,60020.44,90807.4
Micronesia (country),FSM,2023,16549.139,61202.145,93979.234
Tonga,TON,1850,727.63055,16529.22,32939.36
Tonga,TON,1851,742.7467,16622.078,33030.96
Tonga,TON,1852,757.47455,16714.979,33085.918
Tonga,TON,1853,771.57416,16807.922,33168.36
Tonga,TON,1854,784.8051,16900.914,33269.12
Tonga,TON,1855,796.9274,16993.951,33388.203
Tonga,TON,1856,807.7007,17087.04,33525.6
Tonga,TON,1857,816.8849,17180.18,33681.32
Tonga,TON,1858,824.2398,17273.37,33855.36
Tonga,TON,1859,829.52527,17366.615,34038.56
Tonga,TON,1860,832.501,17459.92,33580.56
Tonga,TON,1861,834.02496,17521.283,33241.637
Tonga,TON,1862,835.17883,17582.691,33104.24
Tonga,TON,1863,836.0578,17644.14,33058.44
Tonga,TON,1864,836.757,17705.635,33085.918
Tonga,TON,1865,837.37164,17767.174,33150.043
Tonga,TON,1866,837.99695,17828.762,33259.96
Tonga,TON,1867,838.7282,17890.395,33406.52
Tonga,TON,1868,839.66046,17952.08,33580.56
Tonga,TON,1869,840.8891,18013.816,33791.24
Tonga,TON,1870,842.5092,18075.604,34001.92
Tonga,TON,1871,856.5574,18139.45,34249.24
Tonga,TON,1872,891.74274,18203.326,34514.88
Tonga,TON,1873,943.1695,18267.26,34826.32
Tonga,TON,1874,1005.9418,18331.25,35137.76
Tonga,TON,1875,1075.1638,18395.297,35476.684
Tonga,TON,1876,1145.9396,18459.404,35843.082
Tonga,TON,1877,1213.3734,18523.574,36227.8
Tonga,TON,1878,1272.5695,18587.809,36621.68
Tonga,TON,1879,1318.6318,18652.107,37043.04
Tonga,TON,1880,1346.6646,18716.475,37446.08
Tonga,TON,1881,1362.5887,18779.387,37894.918
Tonga,TON,1882,1375.9348,18846.855,38352.918
Tonga,TON,1883,1387.2211,18914.453,38829.24
Tonga,TON,1884,1396.966,18982.193,39314.72
Tonga,TON,1885,1405.688,19050.074,39827.68
Tonga,TON,1886,1413.9053,19118.107,40358.957
Tonga,TON,1887,1422.1364,19186.297,40890.242
Tonga,TON,1888,1430.8997,19254.65,41449
Tonga,TON,1889,1440.7136,19323.174,42026.082
Tonga,TON,1890,1596.4204,19391.875,42575.68
Tonga,TON,1891,1530.2375,19458.389,43171.08
Tonga,TON,1892,1472.8102,19524.924,43757.32
Tonga,TON,1893,1423.7603,19591.473,44371.043
Tonga,TON,1894,1382.7097,19658.031,45012.24
Tonga,TON,1895,1349.2808,19724.604,45662.6
Tonga,TON,1896,1323.0952,19791.633,46331.277
Tonga,TON,1897,1303.7751,19858.676,47009.12
Tonga,TON,1898,1290.9426,19925.734,47714.438
Tonga,TON,1899,1284.2197,19992.805,48438.08
Tonga,TON,1900,1283.2284,20059.889,49161.723
Tonga,TON,1901,1295.9185,20128.34,49903.68
Tonga,TON,1902,1327.6898,20199.252,50645.64
Tonga,TON,1903,1374.3407,20270.156,51369.28
Tonga,TON,1904,1431.6687,20341.053,52102.082
Tonga,TON,1905,1495.4718,20411.94,52908.16
Tonga,TON,1906,1561.5481,20482.816,53760.04
Tonga,TON,1907,1625.6952,20553.684,54520.32
Tonga,TON,1908,1683.7112,20624.543,55363.043
Tonga,TON,1909,1731.3938,20695.395,56169.12
Tonga,TON,1910,1764.541,20766.234,56663.76
Tonga,TON,1911,1787.3406,20818.38,57314.117
Tonga,TON,1912,1807.1893,20870.56,58046.92
Tonga,TON,1913,1824.6993,20922.777,58743.082
Tonga,TON,1914,1840.4817,20975.03,59540
Tonga,TON,1915,1855.1486,21027.314,60281.96
Tonga,TON,1916,1869.3114,21079.629,61271.24
Tonga,TON,1917,1883.5819,21131.975,62022.36
Tonga,TON,1918,1898.5715,21184.346,62938.36
Tonga,TON,1919,1914.8921,21236.742,63936.8
Tonga,TON,1920,1933.1554,21289.162,64770.355
Tonga,TON,1921,1955.2887,21342.83,65686.36
Tonga,TON,1922,1981.79,21394.975,66703.12
Tonga,TON,1923,2011.1265,21447.967,67417.59
Tonga,TON,1924,2041.7651,21501.021,68580.92
Tonga,TON,1925,2072.1733,21554.13,69469.44
Tonga,TON,1926,2100.818,21605.547,70541.16
Tonga,TON,1927,2126.167,21658.793,71603.72
Tonga,TON,1928,2146.6873,21712.084,72528.875
Tonga,TON,1929,2160.8452,21763.773,73637.24
Tonga,TON,1930,2167.1091,21817.176,74443.32
Tonga,TON,1931,2168.5422,21873.227,75817.32
Tonga,TON,1932,2169.4653,21926.783,76916.52
Tonga,TON,1933,2170.2292,21980.89,78171.44
Tonga,TON,1934,2171.1853,22035.074,79069.12
Tonga,TON,1935,2172.6853,22089.324,80415.64
Tonga,TON,1936,2175.0806,22094.855,81533.16
Tonga,TON,1937,2178.7222,22100.197,82540.766
Tonga,TON,1938,2183.9617,22105.348,83905.6
Tonga,TON,1939,2191.1504,22110.3,84986.484
Tonga,TON,1940,2200.64,22115.057,85902.48
Tonga,TON,1941,2245.278,22180.322,87395.555
Tonga,TON,1942,2348.8796,22245.562,88705.44
Tonga,TON,1943,2498.245,22310.934,89960.36
Tonga,TON,1944,2680.176,22376.434,91123.68
Tonga,TON,1945,2881.4727,22636.469,92332.8
Tonga,TON,1946,3088.936,22901.373,93596.875
Tonga,TON,1947,3289.3672,23165.936,95392.24
Tonga,TON,1948,3469.5667,23434.566,96729.6
Tonga,TON,1949,3616.3354,23707.256,98186.05
Tonga,TON,1950,3716.4749,24105.371,122808.125
Tonga,TON,1951,3790.4038,25399.6,134633.67
Tonga,TON,1952,3867.3145,26595.389,140349.53
Tonga,TON,1953,3947.165,27682.748,143060.88
Tonga,TON,1954,4029.914,28660.531,145057.75
Tonga,TON,1955,4115.5195,29548.352,189767.72
Tonga,TON,1956,4203.941,30382.637,226691.69
Tonga,TON,1957,4295.136,31218.72,184491.55
Tonga,TON,1958,4389.0635,32124.23,174937.69
Tonga,TON,1959,4485.682,33179.355,175010.97
Tonga,TON,1960,4584.9497,34495.008,168644.77
Tonga,TON,1961,5023.7417,36002.664,183337.39
Tonga,TON,1962,5726.527,41103.816,193138.61
Tonga,TON,1963,6116.9424,43025.465,182952.67
Tonga,TON,1964,6080.7036,43875.54,201410.08
Tonga,TON,1965,5858.4263,44872.023,229522.12
Tonga,TON,1966,6618.9263,49741.445,209232.72
Tonga,TON,1967,6309.619,48481.715,206521.36
Tonga,TON,1968,6918.3203,51483.203,222075.05
Tonga,TON,1969,7184.146,53860.98,179655.08
Tonga,TON,1970,7738.0317,55173.055,165026.56
Tonga,TON,1971,7453.2104,54664.836,132994.05
Tonga,TON,1972,7591.082,54430.293,108225.4
Tonga,TON,1973,8638.012,58865.777,94412.12
Tonga,TON,1974,9123.062,61163.35,80690.445
Tonga,TON,1975,11423.577,67212.58,66345.875
Tonga,TON,1976,12481.723,72916.805,57726.32
Tonga,TON,1977,14071.68,79626.414,50618.16
Tonga,TON,1978,18012.973,93854.336,51790.64
Tonga,TON,1979,18296.57,94510.01,76247.836
Tonga,TON,1980,18664.75,95486.01,78116.48
Tonga,TON,1981,21319.36,105324.445,75341
Tonga,TON,1982,19818.404,96925.16,49775.44
Tonga,TON,1983,16429.637,83460.195,51067
Tonga,TON,1984,15188.504,75288.09,46651.88
Tonga,TON,1985,18321.898,85139.88,42932.918
Tonga,TON,1986,18013.566,88204.54,41650.52
Tonga,TON,1987,20575.28,95988.05,47540.402
Tonga,TON,1988,22188.398,102024.42,46239.68
Tonga,TON,1989,21386.951,93893.516,48502.2
Tonga,TON,1990,19297.135,87733.58,62535.32
Tonga,TON,1991,19360.447,88008.51,65118.438
Tonga,TON,1992,20161.271,90590.86,46844.242
Tonga,TON,1993,20022.684,90349.24,67848.125
Tonga,TON,1994,20404.084,89097.11,95575.44
Tonga,TON,1995,19640.734,85282.7,91691.6
Tonga,TON,1996,20222.041,85884.94,40725.36
Tonga,TON,1997,20549.736,85820.61,69130.516
Tonga,TON,1998,20905.28,86046.98,58449.96
Tonga,TON,1999,21360.646,87606.54,68159.56
Tonga,TON,2000,20976.604,89739.77,53329.52
Tonga,TON,2001,20762.336,89972.14,46816.76
Tonga,TON,2002,21052.355,90311.74,61655.96
Tonga,TON,2003,21568.566,90634.23,76495.164
Tonga,TON,2004,21198.047,90753.04,76394.4
Tonga,TON,2005,21311.584,91033.29,106567.44
Tonga,TON,2006,21596.102,91240.39,127305.69
Tonga,TON,2007,21336.686,91457.48,114518.32
Tonga,TON,2008,22169.148,91803.266,144114.28
Tonga,TON,2009,22116.916,92141.3,148648.48
Tonga,TON,2010,21451.553,92545.02,135018.4
Tonga,TON,2011,21150.018,92693.64,139873.2
Tonga,TON,2012,21740.945,93654.34,141384.61
Tonga,TON,2013,21840.03,93928.98,170000.44
Tonga,TON,2014,22032.277,94524.62,179032.2
Tonga,TON,2015,22161.748,95249.52,176439.92
Tonga,TON,2016,22743.354,95926.01,178244.44
Tonga,TON,2017,23594.584,96574.37,180626.05
Tonga,TON,2018,22945.379,97061.914,167756.23
Tonga,TON,2019,23753.719,97592.82,183548.08
Tonga,TON,2020,23115.105,98089.32,199303.28
Tonga,TON,2021,23373.455,98652.41,202655.83
Tonga,TON,2022,23491.643,99091.914,202224.64
Tonga,TON,2023,23549.54,99633.55,200952.31
United Kingdom,GBR,1850,3260712,57722384,137311700
United Kingdom,GBR,1851,3314324,56399124,129722120
United Kingdom,GBR,1852,3366896,56371510,127226230
United Kingdom,GBR,1853,3417785,56314176,126641770
United Kingdom,GBR,1854,3466346.2,60948584,150774850
United Kingdom,GBR,1855,3511937.2,59326020,140379090
United Kingdom,GBR,1856,3553913.8,61234556,148136240
United Kingdom,GBR,1857,3591633,60694376,144857060
United Kingdom,GBR,1858,3624450.2,60118760,141309260
United Kingdom,GBR,1859,3651723.2,62871660,155096320
United Kingdom,GBR,1860,3672808,66150536,177263950
United Kingdom,GBR,1861,3690003.2,67471390,186290060
United Kingdom,GBR,1862,3706206.5,66415844,184530830
United Kingdom,GBR,1863,3721673.2,68378160,198652080
United Kingdom,GBR,1864,3736658.2,70862776,214398350
United Kingdom,GBR,1865,3751417,72948010,226920420
United Kingdom,GBR,1866,3766204.2,73947140,235508980
United Kingdom,GBR,1867,3781275.2,74843370,243377570
United Kingdom,GBR,1868,3796885,73938090,240586750
United Kingdom,GBR,1869,3813288.2,75695650,250130380
United Kingdom,GBR,1870,3830741,76393550,257211710
United Kingdom,GBR,1871,3881491.8,78846770,268474180
United Kingdom,GBR,1872,3988875.2,81144700,279094980
United Kingdom,GBR,1873,4139774.2,82870210,290484400
United Kingdom,GBR,1874,4321071,81520720,285404380
United Kingdom,GBR,1875,4519648.5,84101600,298321760
United Kingdom,GBR,1876,4722389,84060560,295183800
United Kingdom,GBR,1877,4916175.5,84977230,300315460
United Kingdom,GBR,1878,5087890.5,84145170,294966720
United Kingdom,GBR,1879,5224417,84471280,295847940
United Kingdom,GBR,1880,5312636.5,88894060,323825120
United Kingdom,GBR,1881,5368414,91612700,334571550
United Kingdom,GBR,1882,5417283.5,92107760,339274880
United Kingdom,GBR,1883,5460634.5,94387960,353186660
United Kingdom,GBR,1884,5499856,92895700,344244740
United Kingdom,GBR,1885,5536336,92208860,338529920
United Kingdom,GBR,1886,5571464.5,91692550,336380770
United Kingdom,GBR,1887,5606630,93106264,345336740
United Kingdom,GBR,1888,5643221.5,95342930,358520200
United Kingdom,GBR,1889,5682627,97445240,368166820
United Kingdom,GBR,1890,5409658.5,98877240,379295970
United Kingdom,GBR,1891,5831790,100281220,385720900
United Kingdom,GBR,1892,6231649.5,99079960,376595870
United Kingdom,GBR,1893,6605347,92610990,342322100
United Kingdom,GBR,1894,6948995.5,100936970,390580380
United Kingdom,GBR,1895,7258705.5,101681500,392970180
United Kingdom,GBR,1896,7530589,103596664,401077020
United Kingdom,GBR,1897,7760757.5,105467784,411734500
United Kingdom,GBR,1898,7945322,105659150,412292740
United Kingdom,GBR,1899,8080393.5,110634630,439551230
United Kingdom,GBR,1900,8162084.5,111617440,448978850
United Kingdom,GBR,1901,8190889,110186430,438511520
United Kingdom,GBR,1902,8176932,113133576,453473570
United Kingdom,GBR,1903,8130768,113904890,455235620
United Kingdom,GBR,1904,8062952,114421760,459861820
United Kingdom,GBR,1905,7984039.5,115631600,467628900
United Kingdom,GBR,1906,7904586,118671480,481979870
United Kingdom,GBR,1907,7835146,122519880,499807100
United Kingdom,GBR,1908,7786275,120651670,488505340
United Kingdom,GBR,1909,7768529,121636584,492212960
United Kingdom,GBR,1910,7792461.5,122591304,494060580
United Kingdom,GBR,1911,7841675,124686040,508721060
United Kingdom,GBR,1912,7892923.5,120082470,478661860
United Kingdom,GBR,1913,7946494.5,126533120,522437860
United Kingdom,GBR,1914,8002674,123757016,507724500
United Kingdom,GBR,1915,8061748.5,125276880,513647970
United Kingdom,GBR,1916,8124004,128755740,529090660
United Kingdom,GBR,1917,8189727,127225256,523037200
United Kingdom,GBR,1918,8259203.5,120340776,487851420
United Kingdom,GBR,1919,8332720,119416240,476113470
United Kingdom,GBR,1920,8410563,123451064,497460770
United Kingdom,GBR,1921,8502936,96269224,352674430
United Kingdom,GBR,1922,8616697,115312750,457623800
United Kingdom,GBR,1923,8747118,123332710,482296500
United Kingdom,GBR,1924,8889472,127299540,502926100
United Kingdom,GBR,1925,9039031,122660540,476498050
United Kingdom,GBR,1926,9191065,87492720,276467700
United Kingdom,GBR,1927,9340847,125861780,495495500
United Kingdom,GBR,1928,9483650,120360290,469471520
United Kingdom,GBR,1929,9614744,124738376,494429220
United Kingdom,GBR,1930,9729401,121192390,474940930
United Kingdom,GBR,1931,9875306,116221560,444409470
United Kingdom,GBR,1932,10092862,113661380,428799740
United Kingdom,GBR,1933,10366425,113046350,428147680
United Kingdom,GBR,1934,10680347,118453590,460623900
United Kingdom,GBR,1935,11018983,119767624,465756600
United Kingdom,GBR,1936,11366686,124167704,490322430
United Kingdom,GBR,1937,11707811,126838060,505994370
United Kingdom,GBR,1938,12026711,123096930,488323520
United Kingdom,GBR,1939,12307740,124997350,488685540
United Kingdom,GBR,1940,12535250,129114640,515588100
United Kingdom,GBR,1941,13052724,129552420,515921120
United Kingdom,GBR,1942,14125573,131197070,509369180
United Kingdom,GBR,1943,15621049,130097870,507441540
United Kingdom,GBR,1944,17406404,129459990,507139500
United Kingdom,GBR,1945,19348892,126812660,470142850
United Kingdom,GBR,1946,21315766,131103496,480988380
United Kingdom,GBR,1947,23174274,136888960,502698100
United Kingdom,GBR,1948,24791674,140402850,521080450
United Kingdom,GBR,1949,26035212,143274340,525827650
United Kingdom,GBR,1950,26772142,144686560,515986560
United Kingdom,GBR,1951,27334218,152018000,559566700
United Kingdom,GBR,1952,28119680,151158930,543833300
United Kingdom,GBR,1953,29095510,154413230,555407200
United Kingdom,GBR,1954,30228702,157614030,567397200
United Kingdom,GBR,1955,31486244,162179490,592742900
United Kingdom,GBR,1956,32835122,163387460,590017900
United Kingdom,GBR,1957,34242324,162942240,587023600
United Kingdom,GBR,1958,35674840,160990850,571674430
United Kingdom,GBR,1959,37099660,157110660,567179500
United Kingdom,GBR,1960,38483770,163015980,600337600
United Kingdom,GBR,1961,40816950,166160200,614640830
United Kingdom,GBR,1962,42247870,165633700,620943360
United Kingdom,GBR,1963,43839240,167209090,623664800
United Kingdom,GBR,1964,45517496,165922180,624962560
United Kingdom,GBR,1965,47834476,167419650,637112450
United Kingdom,GBR,1966,49750910,165171800,631982700
United Kingdom,GBR,1967,52060264,160448270,604679200
United Kingdom,GBR,1968,52858428,161672750,617102460
United Kingdom,GBR,1969,53121404,162891650,635735500
United Kingdom,GBR,1970,50992544,162787120,660504700
United Kingdom,GBR,1971,51966196,162103260,667462850
United Kingdom,GBR,1972,51855790,151234900,654551940
United Kingdom,GBR,1973,53315704,158027400,665611460
United Kingdom,GBR,1974,59894932,150358260,621462300
United Kingdom,GBR,1975,62318076,154922340,608384640
United Kingdom,GBR,1976,69858900,151702700,603758400
United Kingdom,GBR,1977,67311800,148062960,608843140
United Kingdom,GBR,1978,69446790,147039220,608359040
United Kingdom,GBR,1979,70218680,149404720,649953800
United Kingdom,GBR,1980,61556856,149383380,582941950
United Kingdom,GBR,1981,63115790,148664670,564357000
United Kingdom,GBR,1982,61902910,147143790,552016200
United Kingdom,GBR,1983,62431250,145899620,550281800
United Kingdom,GBR,1984,62673070,118224760,535527780
United Kingdom,GBR,1985,61962204,134834530,563946430
United Kingdom,GBR,1986,62148130,143336460,573160600
United Kingdom,GBR,1987,60916772,140241230,581733300
United Kingdom,GBR,1988,56954428,138280200,576275700
United Kingdom,GBR,1989,58525856,134877980,586623200
United Kingdom,GBR,1990,57559500,139787950,606208640
United Kingdom,GBR,1991,56785560,143004660,612320500
United Kingdom,GBR,1992,51801684,138337390,589626600
United Kingdom,GBR,1993,48089172,134762130,575607900
United Kingdom,GBR,1994,48999268,129788320,571725950
United Kingdom,GBR,1995,47450296,133804584,569626200
United Kingdom,GBR,1996,48281812,133327260,594795260
United Kingdom,GBR,1997,47550220,131296830,565429100
United Kingdom,GBR,1998,47136724,123523370,566377200
United Kingdom,GBR,1999,37626132,116234230,558263230
United Kingdom,GBR,2000,35785570,110627690,567900300
United Kingdom,GBR,2001,34483492,107046856,578056960
United Kingdom,GBR,2002,34095656,102178800,559820800
United Kingdom,GBR,2003,33643624,97366920,574003600
United Kingdom,GBR,2004,33526232,92328200,579563200
United Kingdom,GBR,2005,32081210,85262780,593536700
United Kingdom,GBR,2006,31283290,78925060,586681150
United Kingdom,GBR,2007,31046592,73633110,573766600
United Kingdom,GBR,2008,30573286,68297064,556450050
United Kingdom,GBR,2009,29176204,64283536,502815200
United Kingdom,GBR,2010,29869908,59143380,521278080
United Kingdom,GBR,2011,29705846,56044944,480494050
United Kingdom,GBR,2012,29707036,54479744,499887650
United Kingdom,GBR,2013,29634112,52139300,488911140
United Kingdom,GBR,2014,30458006,51119172,448912220
United Kingdom,GBR,2015,30488942,50969830,435717440
United Kingdom,GBR,2016,30247200,51590716,412329600
United Kingdom,GBR,2017,30558026,52404156,397777470
United Kingdom,GBR,2018,30220822,52201800,392296960
United Kingdom,GBR,2019,30362450,51352676,375835550
United Kingdom,GBR,2020,28980156,50337330,335932900
United Kingdom,GBR,2021,29610210,49523050,354508670
United Kingdom,GBR,2022,29541284,48960924,323781860
United Kingdom,GBR,2023,29109590,47981756,315153800
